,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.08637558236175646,8.538396563451816,117.16560901547118,10.824306398817024,0.08482050675238006,8.54815092555194,117.43256931311379,10.836630902319863,0.92,0.03893564563013334
