,Average Accuracy,Topic Diversity,Topic Coherence,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,label 4 Accuracy,label 5 Accuracy,label 6 Accuracy,label 7 Accuracy,label 8 Accuracy,label 9 Accuracy,label 10 Accuracy,label 11 Accuracy,label 12 Accuracy,label 13 Accuracy
0,0.9822633928571429,0.105,-0.3659314699659222,0.9704285714285714,0.9907321428571428,0.9582589285714286,0.9838928571428571,0.9814375,0.9838125,0.9782142857142857,0.9895178571428571,0.9976964285714286,0.9711160714285715,0.9770178571428572,0.9936339285714286,0.9923482142857143,0.9835803571428572
