,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.004944763069288816,9.026960102883557,127.60851241301208,11.296393779123145,0.004804090022038299,9.033267868819717,127.69999059298554,11.30044205299003,1.0,0.15642318807485173
