,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.28554614395332556,0.9965560712812428,1.426750850668424,1.1944667641539568,0.2918978121150112,0.995851326655207,1.4247530629085383,1.1936302035842334,0.684,-0.09393199308200664
