,Average Accuracy,Topic Diversity,Topic Coherence,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,label 4 Accuracy,label 5 Accuracy,label 6 Accuracy,label 7 Accuracy,label 8 Accuracy,label 9 Accuracy,label 10 Accuracy,label 11 Accuracy,label 12 Accuracy,label 13 Accuracy
0,0.9290503826530613,1.0,0.07017134160287879,0.9293928571428571,0.9284821428571428,0.92925,0.9283392857142857,0.9274375,0.9286785714285715,0.92975,0.9281428571428572,0.9300625,0.9346964285714285,0.9287142857142857,0.928375,0.9275535714285714,0.9278303571428571
