,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.27891685098226926,1.0023790728191002,1.4399894234688022,1.199995593103909,0.28504432221678966,1.0018769716970204,1.4385427826568549,1.199392672420861,0.156,-0.09473013646146797
