,Average Accuracy,Topic Diversity,Topic Coherence,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy
0,0.8982305618554496,0.354,0.06731408138655945,0.9172407890795499,0.9180110402670204,0.8762891009456973,0.8813813171295306
