,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,label 4 Accuracy,Average Accuracy,Topic Diversity,Topic Coherence
0,0.9280898876404494,0.946067415730337,0.9483146067415731,0.9258426966292135,0.9213483146067416,0.933932584269663,0.327,0.10533277987483972
