,Average Accuracy,Topic Diversity,Topic Coherence,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,label 4 Accuracy,label 5 Accuracy,label 6 Accuracy,label 7 Accuracy,label 8 Accuracy,label 9 Accuracy,label 10 Accuracy,label 11 Accuracy,label 12 Accuracy,label 13 Accuracy
0,0.9346128826530612,0.77,0.18464394431076656,0.9293839285714286,0.9369910714285714,0.9294375,0.9307321428571429,0.9274375,0.9286785714285715,0.9306875,0.9513928571428572,0.9569464285714285,0.9316607142857143,0.9345535714285714,0.9284553571428571,0.9403660714285714,0.9278571428571428
