,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.3049299645676623,0.9738502271557096,1.3905301291978207,1.1792074156813215,0.30293222690169774,0.9731795870902742,1.3925658096266569,1.1800702562248813,0.1,-0.03749270274910766
