,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.04925914446671176,0.47708302576299494,0.23768492628421337,0.4875294106863845,0.04681287022160563,0.4779160801529995,0.23829216901889053,0.48815178891292665,1.0,-0.017089435361703282
