,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.32458425766812227,0.9570417872985739,1.351210513430936,1.162415809179717,0.3252753343951168,0.9542673012871522,1.3479299093929493,1.1610038369415276,0.874,0.054245308152687695
