,Average Accuracy,Topic Diversity,Topic Coherence,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,label 4 Accuracy
0,0.8004494382022471,0.741,-0.03198205330084175,0.8067415730337079,0.8067415730337079,0.7348314606741573,0.8449438202247191,0.8089887640449438
