,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.35151199939577815,0.9373729502494051,1.2973399187069488,1.1390083049332647,0.3512259559137535,0.9370644031281107,1.29608710491959,1.1384582139541135,0.746,0.1120509499751921
