,Average Accuracy,Topic Diversity,Topic Coherence,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,label 4 Accuracy,label 5 Accuracy,label 6 Accuracy,label 7 Accuracy,label 8 Accuracy,label 9 Accuracy,label 10 Accuracy,label 11 Accuracy,label 12 Accuracy,label 13 Accuracy,label 14 Accuracy,label 15 Accuracy,label 16 Accuracy,label 17 Accuracy,label 18 Accuracy,label 19 Accuracy
0,0.95,0.777,-0.07475156289363048,0.9558558558558559,0.9418918918918919,0.9522522522522523,0.940990990990991,0.959009009009009,0.9504504504504504,0.9414414414414415,0.9536036036036036,0.9509009009009008,0.9486486486486486,0.9441441441441442,0.954954954954955,0.9477477477477477,0.9486486486486486,0.9454954954954955,0.9486486486486486,0.9468468468468468,0.9490990990990991,0.9540540540540541,0.9653153153153153
