,Average Accuracy,Topic Diversity,Topic Coherence,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy
0,0.8226145833333334,0.269,-0.3471774778600389,0.8567083333333333,0.7975416666666667,0.819125,0.8170833333333334
