,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.008961899977879217,1.2038740957067604,1.9826323492805378,1.408059781856061,0.00938759711133652,1.202165178214875,1.9789940319910904,1.4067672273660239,1.0,0.1401362980972093
