,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,label 4 Accuracy,Average Accuracy,Topic Diversity,Topic Coherence
0,0.8067415730337079,0.8067415730337079,0.7348314606741573,0.8426966292134831,0.8089887640449438,0.8,0.72,0.05426320959661111
