,Average Accuracy,Topic Diversity,Topic Coherence,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy
0,0.7620833333333333,0.658,-0.20432693739742558,0.7724583333333334,0.7589166666666667,0.7574166666666666,0.7595416666666667
