,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.36720559531422314,0.3468307323150807,0.15819840975113686,0.39774163693425013,0.37658775906199715,0.3446931156731123,0.15585004291925464,0.3947784732216976,0.75,-0.034467980522531264
