sponsored, getglue, photo, sleep, morning, ready, 14, doing, finished, said, 10, bed, friends, tired, house, didn, play, trying, tomorrow, real, things, favorite, guys, que, fun, school, wish, free, baby, home, days, u201d, tell, feels, mom, help, girl, bad, yeah, fuck, shit, god, feel, win, hate, stop, feeling, world, realize, getting, ve, year, hope, thing, awesome, christmas, haha, week, live, blog, wanna, watching, wake, ive, watch, fall, ll, say, im, hard, food, check, weather, look, la, gt, night, having, man, lt, dad, old, gonna, make, game, wait, let, miss, better, parents, outside, come, person, way, chance, jesus, https, hair, dinner, video, fucking, girls, people, tonight, college, best, going, oh, life, hours, dog, music, past, walk, happy, eating, coffee, finally, football, u2026, minutes, snow, u2014, 000, anymore, lose, cold, think, sick, yes, want, body, start, today, heart, thank, facebook, big, right, dont, don, new, need, matter, summer, single, break, know, ain, listening, day, learn, movie, car, 2015, thanks, monday, living, care, cat, birthday, class, moment, asked, pretty, obama, http, early, retweet, watched, starting, kids, wear, el, eat, final, games, months, death, bc, fact, social, en, kinda, breaking, tv, able, mad, los, friday, giving, se, amp, share, forever, wearing, ago, long, america, phone, ugh, drive, friend, instead, understand, news, leave, eyes, wants, woman, dear, kid, years, men, water, came, away, rest, makes, brother, lol, job, comes, reading, important, month, hell, drink, ice, half, bitch, family, dream, es, gone, pizza, end, lady, president, young, stuff, room, later, 50, liked, turn, white, weird, women, stupid, means, john, bit, running, mind, takes, boys, worst, 15, stay, 20, wanted, 30, country, saturday, times, making, lost, hand, power, black, art, 12, sunday, history, boy, cause, late, text, high, weekend, crazy, yesterday, kill, future, ud83dude0d, american, post, 11, change, por, weeks, die, song, words, dead, 100, place, took, album, card, fight, u201c, state, save, deal, forget, wtf, happen, guy, stand, literally, truth, media, forward, date, told, shot, went, gets, open, special, hour, taking, worth, playing, red, goes, shows, started, luck, blue, knows, second, hit, series, remember, close, wonder, son, run, gotta, city, head, different, doesn, 1st, star, seeing, book, money, left, case, reason, hot, using, seriously, word, try, lot, haven, gave, super, season, vote, fans, line, far, kind, says, pay, looks, youre, beat, rock, working, episode, ass, saying, face, meet, talk, ask, won, actually, aren, wouldn, guess, sign, join, pick, thinking, ill, wasn, knew, sounds, story, listen, enjoy, idea, sad, seen, support, tweets, called, list, waiting, lets, picture, vs, saw, set, question, looking, missed, happened, yay, damn, probably, sweet, loved, wrong, send, hear, believe, perfect, totally, point, okay, glad, isn, party, dude, heard, pic, funny, needs, tho, yo, read, proud, ha, problem, cute, twitter, soon, bring, definitely, ur, mean, trump, course, hi, excited, cool, wow, talking, thats, sure, tweet, fan, beautiful, team, coming, ya, follow, thought, maybe, ud83dude02, ok, agree, omg, amazing, hey, hahaha, sorry, lmao, true, welcome, congrats, url, rt, user, 
sleep, http, didn, https, wanna, que, glad, amazing, anymore, thats, luck, real, ill, gonna, maybe, bed, trying, said, haha, tired, person, hahaha, sounds, yeah, dont, ugh, wish, sorry, omg, bc, wouldn, sure, doing, saying, hard, probably, guys, fucking, play, stupid, ur, tweets, instead, morning, wasn, hope, hate, lose, bitch, bad, tomorrow, ready, ass, forward, tell, text, saw, congrats, friends, mean, fuck, follow, cause, shit, ll, fun, haven, doesn, matter, having, definitely, seeing, things, tweet, es, told, realize, gotta, ya, god, hours, thing, ok, means, called, days, watched, wait, feel, getting, awesome, girl, actually, kinda, youre, minutes, school, okay, understand, se, thinking, sick, hear, u201d, dude, lot, weird, ain, stop, feeling, watching, miss, say, worst, stay, start, damn, year, isn, better, let, mad, come, happen, going, aren, wake, tonight, baby, lt, thank, home, don, ha, ve, went, thanks, way, birthday, wow, heard, long, people, help, later, hour, dear, rest, liked, think, yes, im, favorite, 10, world, week, half, sad, lol, oh, phone, eat, feels, win, makes, know, make, right, want, seriously, need, literally, talking, wanted, believe, wearing, man, watch, single, night, u201c, tho, agree, gone, game, gt, talk, totally, free, loved, big, excited, wrong, look, hey, wonder, reason, games, bring, twitter, pretty, leave, live, far, happy, best, life, turn, proud, stuff, forever, remember, care, away, thought, jesus, send, break, weeks, chance, times, point, drink, team, u2026, season, bit, past, yay, different, left, user, course, por, missed, question, knew, mind, started, music, football, lets, eating, amp, pick, soon, hi, class, guess, asked, retweet, ago, cold, day, able, today, problem, outside, months, kind, came, needs, lost, fact, knows, boys, head, wear, kill, crazy, la, comes, starting, years, el, ask, eyes, 1st, new, forget, yo, hit, weather, idea, moment, giving, change, video, dream, hell, girls, friend, drive, walk, parents, song, job, brother, early, wtf, pay, 30, old, country, room, happened, second, end, seen, fans, lmao, wants, kid, pizza, working, making, late, photo, body, run, line, running, playing, die, word, guy, hand, goes, words, date, album, dad, stand, yesterday, fight, welcome, waiting, close, beat, fan, took, lady, worth, enjoy, place, men, takes, movie, college, son, gets, fall, taking, shows, los, living, monday, boy, won, episode, looks, snow, deal, important, coffee, high, young, heart, power, weekend, shot, month, ice, breaking, learn, coming, tv, car, final, saturday, woman, 100, friday, money, rock, gave, hot, meet, future, open, 000, sweet, super, media, special, history, president, looking, reading, sunday, mom, face, hair, kids, john, funny, dinner, ive, 50, truth, series, social, list, water, card, listen, death, case, finally, try, using, finished, cool, 20, summer, en, 12, women, america, dead, 11, perfect, blue, american, white, family, share, ud83dude0d, true, support, facebook, pic, 15, city, set, state, star, beautiful, ud83dude02, vs, book, picture, save, says, party, black, vote, story, cute, obama, cat, 14, red, food, listening, blog, trump, art, christmas, sign, post, house, dog, join, read, 2015, u2014, getglue, news, sponsored, rt, check, url, 
getglue, sponsored, liked, hahaha, yay, finished, ugh, didn, yeah, haha, sounds, listening, omg, glad, maybe, morning, photo, definitely, blog, watched, sure, fun, ive, u2014, ready, dinner, check, totally, favorite, said, u201c, ha, stuff, awesome, course, birthday, saw, guys, hope, play, trying, bit, guess, friends, tell, doing, free, sleep, thats, hi, card, luck, bad, sorry, watching, que, pretty, wish, home, ill, baby, lt, 10, lol, thanks, ya, haven, help, tomorrow, days, gonna, ok, house, wait, thought, ve, things, amazing, girl, getting, miss, hey, tho, wasn, pic, school, feel, shit, oh, stop, yes, im, thank, ll, thing, watch, seeing, year, win, week, heard, looks, real, night, live, wouldn, hate, tv, probably, fuck, mom, try, soon, okay, look, come, sweet, world, kinda, working, better, mean, man, bed, say, cool, video, lmao, book, god, dude, yesterday, old, game, congrats, way, funny, missed, sick, idea, going, movie, excited, gt, went, seriously, think, join, long, able, wow, know, brother, right, best, big, la, finally, let, make, forward, knew, enjoy, gave, christmas, new, send, need, tonight, coffee, late, ago, reading, post, list, dad, happy, today, using, url, wtf, food, cute, don, stupid, loved, day, early, want, life, took, weird, people, anymore, happen, later, happened, amp, started, actually, playing, damn, user, waiting, https, u2026, talking, lady, start, job, weekend, problem, came, far, facebook, series, months, weeks, es, hair, gotta, kind, saturday, thinking, rock, song, lot, aren, picture, feels, cause, sign, hard, bc, shows, welcome, snow, different, news, drive, looking, beautiful, wonder, drink, el, episode, car, question, tired, class, read, agree, starting, saying, rest, cold, living, fan, won, feeling, true, friend, cat, wanted, told, sad, eating, pay, month, sunday, crazy, asked, gone, tweets, high, party, hear, super, weather, set, art, understand, dog, dream, se, outside, yo, knows, case, making, en, bring, hour, deal, beat, instead, seen, place, hours, meet, taking, past, hot, close, having, son, phone, kid, red, worth, pick, blue, special, ice, worst, family, running, social, point, half, isn, por, minutes, wrong, pizza, reason, room, ask, leave, kill, games, share, wake, realize, 30, literally, kids, money, wearing, youre, boy, guy, album, monday, hand, ass, fact, dont, eat, means, u201d, talk, 1st, called, lose, save, date, learn, mad, walk, doesn, story, listen, die, 15, needs, coming, 50, eyes, los, hell, dear, line, water, city, wear, second, lets, summer, perfect, fucking, parents, twitter, stand, fall, makes, body, power, run, 20, head, 100, media, 12, truth, ain, 2015, shot, times, proud, matter, text, break, giving, goes, fight, years, left, takes, country, john, star, lost, friday, wants, turn, forget, face, words, open, forever, young, 11, future, ur, believe, jesus, word, change, death, football, american, comes, care, season, end, 000, wanna, bitch, hit, college, mind, http, woman, history, important, support, dead, stay, boys, men, ud83dude0d, music, single, away, team, white, moment, vs, america, tweet, black, president, ud83dude02, gets, final, chance, remember, heart, trump, fans, women, obama, state, girls, says, person, breaking, follow, 14, vote, retweet, rt, 
que, por, es, en, el, se, los, favorite, sponsored, birthday, https, ready, 10, congrats, tomorrow, morning, http, liked, getglue, friends, finally, play, doing, vs, fun, help, christmas, photo, guys, gt, said, real, u2014, yeah, 2015, free, tell, luck, live, awesome, baby, year, follow, miss, god, school, girl, video, u201d, fuck, hope, things, haha, stop, world, family, win, days, house, bad, wish, sounds, didn, tonight, shit, thing, home, soon, hate, looks, watch, week, u2026, getting, night, lt, u201c, amazing, beautiful, ve, thank, welcome, yes, watching, best, man, check, ll, game, thanks, come, look, wait, retweet, better, long, feel, im, chance, 14, make, rt, way, url, let, oh, 11, meet, say, support, going, new, job, sunday, tho, hey, early, breaking, big, happy, right, today, weekend, ya, life, america, glad, true, friday, fans, amp, people, need, pretty, proud, years, young, 1st, think, save, yo, late, saturday, know, ain, forward, history, coming, user, lol, don, kids, day, la, dear, definitely, future, women, american, football, able, team, country, later, date, blog, ud83dude0d, weather, media, 000, city, blue, learn, boys, fight, important, pay, monday, president, games, seen, yay, jesus, son, hard, wouldn, art, says, album, high, sign, star, rock, wonder, series, boy, white, party, takes, final, death, worst, lose, black, course, sure, pic, men, want, parents, hear, obama, forget, bring, share, sweet, social, enjoy, feels, john, trump, 12, question, comes, season, news, power, food, single, state, ur, far, hi, special, agree, girls, snow, wake, missed, goes, shows, stand, change, matter, close, knew, summer, knows, gets, truth, 15, 30, red, starting, needs, problem, lets, having, gone, wear, idea, woman, ha, giving, join, sick, shot, hell, coffee, dinner, list, start, living, cold, working, 50, running, movie, youre, drink, post, die, bitch, listening, line, month, haven, forever, college, body, months, ice, pick, realize, 100, second, loved, times, past, ill, wearing, hahaha, kill, money, excited, yesterday, place, fall, brother, drive, makes, taking, worth, ago, 20, open, pizza, facebook, hand, card, cute, story, kind, fan, lmao, ive, seeing, outside, thats, eating, means, making, try, dead, ass, hot, weeks, super, lady, rest, set, fact, deal, happen, eyes, kid, water, hair, music, care, feeling, reason, send, kinda, bc, wants, wtf, tweets, funny, half, old, dream, damn, mad, vote, end, probably, picture, beat, lot, turn, tv, listen, understand, dog, word, totally, cool, aren, omg, using, crazy, break, text, wasn, ud83dude02, reading, song, words, fucking, actually, episode, different, talk, sorry, person, dont, friend, ugh, seriously, looking, book, eat, stay, playing, perfect, dude, stupid, head, stuff, cat, mind, anymore, dad, tired, moment, room, weird, run, wrong, cause, believe, walk, instead, class, remember, lost, gotta, bit, talking, hour, sad, waiting, ok, face, point, minutes, heart, tweet, hours, twitter, isn, okay, mom, ask, left, car, case, leave, hit, bed, guy, asked, guess, gave, thinking, gonna, literally, doesn, sleep, heard, phone, called, read, away, came, took, happened, maybe, mean, started, told, went, wanted, trying, thought, saying, wow, watched, finished, won, wanna, saw, 
que, por, en, el, los, se, getglue, es, 000, 10, 2015, ready, trying, trump, liked, breaking, didn, photo, vs, tired, news, vote, president, obama, final, said, monday, tomorrow, wtf, yeah, play, 14, win, https, happened, worst, morning, 30, sounds, join, run, hours, 50, check, school, fuck, house, hour, wanna, shit, left, stop, bad, 11, saturday, maybe, start, free, hit, probably, http, happen, deal, help, minutes, fun, doing, point, 20, guess, days, case, party, sleep, sign, luck, pay, wants, week, wasn, year, 15, watch, wish, later, wonder, favorite, gt, looks, la, state, real, weekend, media, home, ve, forward, seen, dead, tell, friends, game, thought, feel, friday, save, hey, history, look, drink, ago, ok, weeks, yo, went, 1st, social, saw, took, going, white, american, better, getting, haha, things, awesome, thing, sure, damn, u2026, world, gonna, waiting, say, need, video, card, think, chance, want, live, hope, u201d, early, facebook, ll, remember, night, girl, baby, im, tonight, come, starting, wait, realize, aren, guys, right, list, pretty, half, years, 100, let, yes, sad, needs, question, sick, beat, ive, u201c, ask, month, make, yesterday, kill, man, drive, asked, moment, watching, oh, finished, don, high, hard, miss, coming, way, best, wanted, congrats, rt, past, hate, hell, thinking, happy, today, god, heard, url, wake, room, big, ud83dude02, looking, missed, started, turn, shot, new, haven, lets, lol, date, anymore, future, class, thank, know, dont, series, excited, 12, thanks, people, eating, eat, water, late, car, day, called, black, amp, far, life, read, lt, america, knew, running, agree, games, problem, actually, finally, second, break, change, bit, outside, close, instead, hand, stupid, times, takes, walk, sunday, definitely, stand, ass, lost, told, tweet, phone, came, u2014, watched, away, gone, gets, wear, star, months, head, rest, isn, tv, line, taking, bed, wrong, wouldn, important, working, ill, soon, text, mad, feels, ain, weird, open, set, user, die, body, mean, super, pick, cold, understand, wearing, welcome, word, snow, bitch, parents, goes, funny, college, enjoy, dinner, fight, sorry, twitter, talking, lose, blue, says, hot, kinda, using, saying, ugh, ice, try, worth, single, episode, literally, season, money, post, talk, playing, giving, red, dream, special, living, cool, women, forget, knows, retweet, means, thats, mind, different, power, gave, yay, leave, bring, lady, stay, won, country, meet, fact, okay, learn, blog, pizza, coffee, son, dude, tho, football, bc, end, course, old, making, hi, lot, men, long, young, believe, rock, cat, listen, able, art, truth, john, totally, youre, woman, ha, brother, eyes, summer, ur, comes, stuff, lmao, glad, care, city, shows, cause, kid, weather, fan, send, proud, book, reading, album, team, food, dog, guy, place, dad, tweets, idea, boy, feeling, having, kind, job, doesn, share, makes, words, support, matter, face, wow, death, fans, picture, reason, hahaha, christmas, hear, story, crazy, boys, birthday, seriously, kids, friend, jesus, pic, dear, cute, person, listening, hair, perfect, mom, follow, girls, movie, loved, fucking, sweet, sponsored, family, seeing, amazing, ud83dude0d, music, forever, true, beautiful, heart, omg, ya, fall, song, gotta, 
que, getglue, es, por, en, se, congrats, el, los, favorite, luck, check, ready, photo, forward, 2015, tomorrow, awesome, 10, http, excited, free, https, beautiful, win, 14, birthday, liked, morning, breaking, tell, play, finished, help, fun, amazing, doing, said, forget, final, friends, 000, god, guys, vote, soon, gt, miss, year, la, watch, save, house, join, proud, wait, home, bad, makes, ya, lt, fuck, video, yeah, baby, thanks, live, news, wish, support, stop, happy, haha, hope, u201d, world, school, sorry, days, week, girl, 11, hate, thank, yay, best, wanna, welcome, let, u201c, vs, retweet, believe, sad, getting, u2026, tonight, things, hard, thing, didn, saturday, special, night, sick, ve, follow, ll, better, omg, game, say, watching, come, man, weekend, yes, blog, bring, finally, im, shit, lets, oh, loved, way, chance, history, want, big, new, missed, make, real, hey, pretty, 1st, rt, long, going, right, need, family, life, url, know, think, today, sunday, power, amp, late, sign, day, means, series, list, media, change, season, important, dear, realize, president, worth, gave, tired, matter, dinner, truth, lol, america, city, story, state, won, friday, understand, later, sponsored, guess, enjoy, sure, people, coming, learn, user, ud83dude0d, meet, monday, high, hi, card, worst, watched, kill, words, american, obama, pay, question, cute, takes, case, tv, stupid, left, course, fact, wanted, look, stay, album, shot, listen, art, ask, early, sweet, ill, john, happen, deal, set, close, heart, making, lost, started, 15, 100, social, send, beat, lose, episode, mind, aren, future, definitely, far, able, problem, using, happened, called, football, past, drive, goes, agree, care, pick, 12, date, stand, fight, asked, sleep, ha, jesus, totally, don, text, giving, glad, team, break, open, son, working, die, gets, remember, turn, word, young, second, listening, true, u2014, ugh, reading, single, blue, anymore, wow, heard, wasn, rest, ive, fan, thinking, comes, shows, games, moment, took, eyes, went, wrong, super, knows, dream, book, brother, saw, perfect, start, pizza, job, bed, bit, country, hahaha, post, month, cold, wake, 50, hear, red, wants, instead, living, dead, knew, drink, parents, gone, hand, taking, fall, 30, feel, starting, tho, line, death, gotta, tweet, twitter, rock, phone, wouldn, read, pic, weather, leave, star, seeing, tweets, snow, needs, funny, run, youre, trump, boy, hour, seen, yo, ain, different, fans, forever, point, ice, weeks, mad, mean, came, white, away, running, summer, reason, outside, share, picture, food, money, 20, isn, ok, thats, end, lady, college, dad, months, half, eating, coffee, wearing, walk, woman, haven, okay, party, place, wear, yesterday, face, body, black, kids, women, fucking, lmao, bc, car, try, probably, cat, water, told, boys, waiting, christmas, ago, old, friend, dude, saying, men, movie, hours, damn, ud83dude02, hit, wonder, thought, facebook, room, class, minutes, eat, having, wtf, dog, years, playing, hell, literally, mom, ur, cause, weird, cool, kid, head, talking, maybe, music, hot, ass, idea, talk, says, seriously, song, gonna, actually, kind, stuff, bitch, times, crazy, person, kinda, hair, guy, girls, lot, trying, feeling, doesn, looking, dont, feels, sounds, looks, 
por, que, getglue, en, es, se, el, trump, photo, birthday, luck, liked, trying, season, omg, looks, said, didn, high, play, congrats, friends, doing, los, hard, real, episode, breaking, 10, aren, agree, yeah, truth, guys, sounds, wanna, team, baby, tell, ok, house, obama, stop, soon, girl, money, haha, fun, games, favorite, help, fuck, doesn, check, feel, ready, big, hate, retweet, lot, look, ud83dude02, true, sorry, things, u2014, seen, shit, vs, ain, friend, live, gt, idea, win, ya, wish, won, guy, fans, tonight, days, cute, free, dude, try, sure, old, awesome, news, mad, okay, point, world, wrong, lmao, dont, u201d, im, home, wtf, miss, night, young, hahaha, anymore, man, thing, video, getting, wait, god, watch, knows, wow, stuff, shot, https, kill, watching, story, tho, series, year, understand, way, problem, say, right, boy, yes, hey, morning, u201c, ve, week, beat, gonna, social, thats, hear, shows, place, u2026, watched, says, lt, oh, actually, person, ll, needs, bad, sign, thanks, support, let, bitch, la, come, happen, need, people, better, follow, thank, cause, yo, ha, new, brother, rt, want, game, think, tomorrow, mean, wants, album, heart, url, tv, years, saying, makes, death, list, lol, don, hope, best, job, school, john, wouldn, make, going, http, power, send, leave, life, line, know, hit, reason, stand, using, bc, cool, stupid, probably, rock, state, proud, funny, user, playing, fight, amp, art, dear, facebook, isn, happened, kid, wanted, fan, lose, boys, movie, heard, white, saw, excited, black, share, youre, hand, feeling, men, gotta, eyes, change, lady, american, run, wasn, instead, called, body, loved, came, 000, mind, blog, months, pic, minutes, president, lets, hi, future, media, takes, missed, face, talking, pick, wonder, ago, woman, knew, hell, read, able, room, son, looking, feels, believe, learn, pretty, tweets, parents, ask, close, welcome, ur, chance, deal, living, bring, phone, coming, case, america, set, giving, song, bit, ud83dude0d, drive, worth, food, date, forever, 50, care, lost, vote, damn, turn, moment, talk, twitter, country, jesus, ass, 2015, book, die, question, football, text, music, comes, matter, dead, told, seeing, totally, cat, party, later, final, realize, ill, college, definitely, star, 14, ugh, sponsored, meet, finished, sweet, blue, different, girls, save, card, join, super, red, car, seriously, pizza, took, weeks, gone, weird, means, city, 100, asked, important, today, gets, friday, wearing, women, kids, fucking, fact, open, left, water, pay, head, running, past, post, dream, gave, ice, making, words, history, listening, thinking, course, eating, crazy, walk, 20, went, yay, month, guess, saturday, ive, glad, forward, haven, forget, listen, dog, far, 15, late, dinner, maybe, fall, taking, 11, family, picture, 12, reading, drink, goes, literally, weather, monday, sunday, wear, outside, started, cold, hot, half, sick, kinda, break, hour, tired, hair, thought, dad, tweet, starting, times, stay, 1st, second, waiting, finally, mom, amazing, worst, early, wake, coffee, eat, special, summer, 30, away, word, yesterday, remember, working, christmas, class, sleep, enjoy, hours, weekend, rest, kind, single, sad, bed, happy, snow, perfect, end, start, having, long, beautiful, day, 
por, que, en, ive, youre, dont, getglue, photo, thats, looks, congrats, los, favorite, se, es, sponsored, ud83dude0d, sounds, ready, 14, birthday, 2015, 10, el, finished, finally, morning, didn, 000, http, https, lets, ill, christmas, check, luck, free, omg, breaking, house, hi, im, liked, yay, beautiful, feels, fun, cute, awesome, wanted, wish, video, win, said, vs, weekend, wow, went, home, needs, makes, days, friends, year, thought, tomorrow, retweet, ago, 12, soon, family, welcome, starting, saw, excited, proud, join, gt, help, week, knew, night, 15, missed, la, thanks, guys, watched, yeah, thank, baby, school, doing, watching, day, getting, world, god, pretty, girl, game, gonna, best, wait, 11, blog, hope, haha, forward, news, amazing, years, lt, loved, album, sunday, took, pic, u201d, new, high, sweet, seen, wants, final, series, happy, minutes, saturday, state, bad, dinner, summer, watch, meet, looking, movie, trying, look, going, yesterday, yes, real, today, man, season, things, came, thing, asked, better, 1st, tonight, pizza, feel, u2026, live, 50, right, ve, heard, forever, stop, friday, u201c, way, fuck, shit, city, big, far, play, having, old, feeling, come, ll, oh, gets, shot, obama, hot, month, wonder, gotta, sure, hate, brother, takes, cool, mom, life, tell, playing, rt, coming, miss, president, ice, 20, ya, called, perfect, crazy, list, death, amp, need, making, song, son, monday, seeing, guy, make, america, working, blue, white, say, hours, history, star, red, fan, hahaha, gave, reading, weeks, john, place, episode, worst, lady, dog, waiting, running, picture, boy, able, party, story, card, goes, let, months, 100, url, rock, funny, team, wasn, coffee, art, wearing, lol, user, listening, american, 30, important, special, course, early, food, kinda, weird, cat, giving, rest, jesus, using, weather, later, totally, worth, literally, book, football, super, thinking, happen, power, dream, eating, instead, idea, snow, wouldn, learn, times, late, tv, wtf, case, kid, ha, hell, people, living, chance, damn, yo, dead, young, definitely, lost, water, hey, set, beat, bit, sign, moment, cold, true, dad, games, country, u2014, hour, different, ok, dude, kind, music, woman, facebook, save, outside, taking, comes, line, eyes, share, shows, trump, happened, media, second, face, body, sick, pick, knows, single, left, enjoy, social, room, doesn, tired, lmao, started, future, black, college, hit, gone, close, hand, haven, think, told, job, date, send, boys, half, lot, ugh, tho, post, want, hair, question, fans, open, word, truth, friend, parents, bed, head, tweets, probably, past, car, ur, stand, guess, twitter, fact, person, fucking, glad, maybe, dear, hard, walk, okay, stuff, men, stupid, ass, actually, break, talking, sad, wake, end, won, isn, bring, run, aren, heart, read, ain, start, class, seriously, fight, means, support, long, ud83dude02, girls, bc, turn, women, words, stay, saying, deal, drive, point, kill, reason, fall, kids, agree, phone, sleep, says, hear, away, problem, know, tweet, die, follow, bitch, mad, pay, drink, vote, realize, matter, text, money, sorry, listen, lose, change, cause, wear, wrong, eat, ask, leave, try, mean, remember, mind, talk, believe, anymore, wanna, forget, understand, care, don, 
que, por, es, en, se, getglue, los, omg, photo, morning, el, friends, didn, 10, ready, beautiful, house, said, birthday, cute, doing, follow, check, help, tomorrow, liked, haha, trying, play, guys, girl, fuck, fun, white, wanna, school, tell, days, god, yeah, shit, live, bad, https, things, retweet, stop, true, hate, miss, world, hope, baby, pretty, gt, free, trump, awesome, http, luck, win, u201c, old, wish, thing, ud83dude0d, feel, day, better, wait, man, news, proud, getting, video, looks, support, happy, ll, lt, know, say, way, week, home, don, look, want, im, oh, let, real, favorite, 000, people, make, thank, night, need, right, ve, hey, today, yes, thanks, watch, lol, girls, u2026, watching, going, chance, think, pic, tho, tonight, ya, u201d, life, wtf, congrats, cool, ud83dude02, come, game, best, year, sounds, new, hi, rt, url, kind, deal, heart, vs, case, album, saturday, black, gonna, sign, 14, far, 2015, care, sure, funny, knows, brother, amp, mom, dude, lmao, art, la, wants, aren, john, kinda, rock, america, mean, doesn, idea, water, jesus, share, dear, blog, totally, breaking, anymore, lady, president, team, guy, woman, friday, youre, truth, fact, dream, join, user, dead, words, reason, thats, power, fans, young, blue, snow, hell, kid, understand, men, country, welcome, word, monday, bitch, friend, send, wearing, obama, hahaha, dont, vote, wanted, women, dog, yo, needs, ha, son, cat, state, fan, boy, important, parents, death, u2014, social, sorry, ice, media, hand, feeling, times, body, problem, crazy, picture, living, sunday, stay, saying, seen, fight, ur, boys, pizza, weather, starting, special, red, eyes, american, mad, food, gave, season, star, sweet, wouldn, bc, agree, bit, city, course, card, 12, asked, feels, lets, text, 11, facebook, big, ass, stupid, forward, song, stand, cold, loved, wow, series, rest, question, happen, sponsored, outside, excited, moment, point, wear, list, 15, football, forget, knew, able, cause, drive, coming, ugh, looking, date, high, hot, games, person, episode, realize, fucking, learn, missed, kids, future, told, listening, beat, lose, started, using, finished, tweets, pick, shows, close, yesterday, post, pay, stuff, giving, wonder, college, ask, definitely, gotta, weekend, talking, story, seriously, super, soon, called, isn, line, final, happened, forever, makes, weird, eating, amazing, shot, instead, die, dad, 100, thought, meet, wasn, coffee, 20, ive, music, literally, book, 50, early, ill, sad, worst, glad, job, believe, waiting, making, sick, means, later, hair, won, yay, twitter, bring, walk, tired, kill, late, lost, watched, set, probably, room, reading, save, okay, car, mind, came, heard, open, fall, seeing, head, lot, listen, left, face, past, working, history, leave, 30, different, tv, gone, ain, wake, ok, playing, month, wrong, turn, drink, tweet, enjoy, phone, summer, run, weeks, minutes, goes, money, thinking, matter, place, says, perfect, running, away, dinner, movie, months, talk, eat, end, christmas, class, worth, takes, read, saw, comes, went, hour, party, haven, hit, single, guess, hours, took, try, taking, break, actually, hear, damn, family, ago, maybe, half, years, sleep, change, finally, second, hard, gets, 1st, having, start, bed, remember, long, 
sponsored, http, getglue, 2015, support, 10, beautiful, https, los, favorite, por, en, vote, blog, photo, el, check, join, trump, que, play, forward, tomorrow, america, ud83dude0d, series, obama, 000, doing, u2026, heart, free, things, u201d, congrats, god, friends, morning, win, help, final, history, amazing, guys, season, american, christmas, retweet, ready, 11, world, state, fucking, year, se, video, house, news, feels, 12, said, breaking, live, proud, es, tell, important, family, school, stop, fuck, awesome, liked, media, days, excited, week, la, weekend, death, wish, president, baby, home, jesus, episode, chance, meet, miss, follow, happy, real, watch, hope, finished, fun, birthday, best, feel, game, power, social, hate, white, let, make, tonight, ve, girl, 1st, ll, hard, gt, getting, matter, big, book, say, college, bad, new, don, come, haha, shit, people, life, 14, art, day, want, star, thing, today, wait, women, future, amp, thank, watching, lt, look, night, vs, man, john, url, summer, know, think, need, better, fall, having, rt, open, yeah, way, album, 15, able, dear, country, going, learn, special, games, city, thanks, saturday, high, im, starting, realize, words, football, shot, sunday, set, away, rest, sign, 100, perfect, u201c, woman, yes, rock, music, coming, right, oh, doesn, blue, takes, feeling, worst, fact, giving, hand, means, 50, list, using, living, dream, stand, minutes, ice, luck, listen, card, job, forget, pizza, save, 20, seeing, hours, instead, sick, start, looks, die, care, hour, end, boys, tv, share, needs, years, shows, listening, body, worth, forever, weather, friday, run, u2014, weeks, youre, comes, party, case, line, men, team, 30, monday, young, sad, red, past, makes, pretty, running, lose, parents, second, month, fans, hi, place, left, wake, single, reason, walk, lets, deal, close, coffee, outside, pay, sweet, person, change, reading, bring, drive, fight, understand, story, moment, making, black, later, snow, user, isn, truth, water, hear, cold, soon, eyes, loved, happened, enjoy, dinner, pick, believe, watched, question, problem, kill, months, happen, looking, stay, dead, super, break, leave, food, wear, far, turn, half, agree, ive, goes, post, finally, wearing, yesterday, date, aren, working, gets, taking, beat, ask, son, read, lady, facebook, gave, waiting, hit, hey, missed, brother, point, room, won, different, says, movie, anymore, kind, ago, girls, ugh, send, heard, friend, literally, hell, class, didn, came, eating, wants, knows, money, wouldn, long, asked, times, mind, yay, boy, yo, word, late, tired, bit, stupid, started, drink, car, wonder, wanted, playing, fan, lost, kid, bc, early, called, dog, talk, dad, lot, eat, idea, cat, song, seen, welcome, cool, guy, picture, glad, thinking, wrong, hahaha, ain, definitely, course, bitch, gone, saying, kids, sounds, head, face, took, text, old, wasn, went, seriously, cause, haven, stuff, bed, told, dude, ha, try, totally, hot, hair, mad, knew, ill, mom, tweets, kinda, sure, mean, remember, talking, sleep, weird, wanna, wtf, wow, saw, pic, phone, actually, dont, probably, gotta, crazy, okay, gonna, trying, cute, sorry, ur, ass, maybe, ya, ud83dude02, tweet, twitter, guess, tho, lmao, thats, omg, thought, true, damn, ok, funny, lol, 
