,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.0567031317973542,8.693353401284105,120.97088246727621,10.99867639615223,0.056767729444109905,8.69852045394008,121.03220166937272,11.00146361487292,0.108,-0.033103312616669954
