,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.32825967193468764,0.3603138442520075,0.1679348788148789,0.4097985832270274,0.33893630249394524,0.3556342698429163,0.1652627248282178,0.4065251835104657,0.722,0.06599926975076321
