,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.2704367976188983,1.0067195143844367,1.4569239298018646,1.2070310392868382,0.27379156063469146,1.007056593107253,1.4611841567474515,1.2087945055911908,0.844,0.05807577786109158
