,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,label 4 Accuracy,label 5 Accuracy,label 6 Accuracy,label 7 Accuracy,label 8 Accuracy,label 9 Accuracy,label 10 Accuracy,label 11 Accuracy,label 12 Accuracy,label 13 Accuracy,label 14 Accuracy,label 15 Accuracy,label 16 Accuracy,label 17 Accuracy,label 18 Accuracy,label 19 Accuracy,Average Accuracy,Topic Diversity,Topic Coherence
0,0.9561443581544085,0.9415258108725445,0.9538602101416171,0.9419826404751028,0.9588853357697579,0.9529465509365007,0.9415258108725445,0.9538602101416171,0.9511192325262677,0.9502055733211512,0.9534033805390589,0.970306075833714,0.94792142530836,0.9483782549109182,0.9483782549109182,0.9502055733211512,0.9465509365006852,0.9593421653723161,0.9552306989492919,0.9652809502055734,0.952352672453175,0.551,0.07847939864326514
