,Average Accuracy,Topic Diversity,Topic Coherence,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,label 4 Accuracy,label 5 Accuracy,label 6 Accuracy,label 7 Accuracy,label 8 Accuracy,label 9 Accuracy,label 10 Accuracy,label 11 Accuracy,label 12 Accuracy,label 13 Accuracy
0,0.9884450216759503,0.646,0.1930592350229976,0.983817671959562,0.9938289245717756,0.9812635075999786,0.9958561808991373,0.9926054262596674,0.9927393859288763,0.9872827620697662,0.9942843874470859,0.996392019575973,0.975226391840963,0.9748334434779502,0.9943647632486113,0.9923017843427938,0.9834336542411631
