,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,Average Accuracy,Topic Diversity,Topic Coherence
0,0.7491666666666666,0.7530833333333333,0.760125,0.753625,0.754,0.907,-0.019431777325272653
