,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.5225284498950319,0.7805800992717493,0.9548401955916208,0.9771592478156367,0.52118843771078,0.7810968887609738,0.9564374359116834,0.9779761939391385,0.402,0.0922111973761682
