,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.42666548478775845,0.31130110819105306,0.1433336288030604,0.37859427993970063,0.432882627280861,0.3114166116640306,0.14177659833170084,0.37653233371345524,0.296,0.022884264327657743
