,Average Accuracy,Topic Diversity,Topic Coherence,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,label 4 Accuracy,label 5 Accuracy,label 6 Accuracy,label 7 Accuracy,label 8 Accuracy,label 9 Accuracy,label 10 Accuracy,label 11 Accuracy,label 12 Accuracy,label 13 Accuracy,label 14 Accuracy,label 15 Accuracy,label 16 Accuracy,label 17 Accuracy,label 18 Accuracy,label 19 Accuracy
0,0.9503378378378379,0.061,0.03998107915322076,0.9558558558558559,0.9414414414414415,0.9540540540540541,0.940990990990991,0.9594594594594594,0.9509009009009008,0.9414414414414415,0.9545045045045045,0.9509009009009008,0.9486486486486486,0.9459459459459459,0.9554054054054054,0.9477477477477477,0.9486486486486486,0.9463963963963964,0.9486486486486486,0.9468468468468468,0.9495495495495495,0.9540540540540541,0.9653153153153153
