,Average Accuracy,Topic Diversity,Topic Coherence,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,label 4 Accuracy,label 5 Accuracy,label 6 Accuracy,label 7 Accuracy,label 8 Accuracy,label 9 Accuracy,label 10 Accuracy,label 11 Accuracy,label 12 Accuracy,label 13 Accuracy
0,0.9434272959183673,0.904,0.03719388566444572,0.9300178571428571,0.9655803571428572,0.9294910714285715,0.9320535714285715,0.9281517857142857,0.9295892857142857,0.9348125,0.9545267857142857,0.9744910714285714,0.9345714285714286,0.9379642857142857,0.9616517857142857,0.9670178571428572,0.9280625
