,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy,label 4 Accuracy,Average Accuracy,Topic Diversity,Topic Coherence
0,0.8089887640449438,0.8426966292134831,0.748314606741573,0.8449438202247191,0.8426966292134831,0.8175280898876404,0.173,-0.31516916509748083
