,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.04849350294192967,8.748067587537292,122.02370696065317,11.046434128742776,0.04816083964719087,8.753471328269695,122.13660707848032,11.051543198960058,0.741,-0.019729325585554007
