,Train R2,Train MAE,Train MSE,Train RMSE,Test R2,Test MAE,Test MSE,Test RMSE,Topic Diversity,Topic Coherence
0,0.11293956613395861,8.373760911028707,114.11987249315709,10.68269032094243,0.11246745611914166,8.376420138206784,114.20754377200706,10.686792960098321,0.238,0.0796745378281011
