,Average Accuracy,Topic Diversity,Topic Coherence,label 0 Accuracy,label 1 Accuracy,label 2 Accuracy,label 3 Accuracy
0,0.8745520833333333,1.0,-0.1844833962138421,0.8886666666666667,0.896,0.8561666666666666,0.857375
